"treat_desc","dap","ratio","ratio_lag","dap_lag","seg_area","cum_ratio"
"Bednar",1,0.0952277238574925,0.0952277238574925,0,0.0952277238574925,0.0952277238574925
"Bednar",6,0.0842831988473622,0.0952277238574925,1,0.448777306762137,0.544005030619629
"Bednar",16,0.0772313933317246,0.0842831988473622,6,0.807572960895434,1.35157799151506
"Bednar",23,0.088028540185998,0.0772313933317246,16,0.578409767312029,1.92998775882709
"Bednar",26,0.0868175025045704,0.088028540185998,23,0.262269064035853,2.19225682286294
"Bednar",31,0.0978666479291206,0.0868175025045704,26,0.461710376084228,2.65396719894717
"Bednar",43,0.140669649738944,0.0978666479291206,31,1.43121778600839,4.08518498495556
"Bednar",61,0.259560022754281,0.140669649738944,43,3.60206705243902,7.68725203739458
"Bednar",63,0.262597422000397,0.259560022754281,61,0.522157444754678,8.20940948214926
"Bednar",71,0.339822843628988,0.262597422000397,63,2.40968106251754,10.6190905446668
"Bednar",76,0.373575446018007,0.339822843628988,71,1.78349572411749,12.4025862687843
"Bednar",81,0.396631182746941,0.373575446018007,76,1.92551657191237,14.3281028406967
"Bednar",91,0.437957529941302,0.396631182746941,81,4.17294356344121,18.5010464041379
"Bednar",96,0.427820093929768,0.437957529941302,91,2.16444405967767,20.6654904638155
"Bednar",103,0.469947658228071,0.427820093929768,96,3.14218713255243,23.807677596368
"Bednar",111,0.440589117786188,0.469947658228071,103,3.64214710405703,27.449824700425
"Bednar",116,0.404799093272579,0.440589117786188,111,2.11347052764692,29.5632952280719
"Bednar",123,0.37408020255271,0.404799093272579,116,2.72607753538851,32.2893727634604
"Control",1,0.0896496290793527,0.0896496290793527,0,0.0896496290793527,0.0896496290793527
"Control",6,0.0881962961396255,0.0896496290793527,1,0.444614813047445,0.534264442126798
"Control",16,0.0802841235141633,0.0881962961396255,6,0.842402098268944,1.37666654039574
"Control",23,0.087386270048423,0.0802841235141633,16,0.586846377469052,1.96351291786479
"Control",26,0.0877324684528308,0.087386270048423,23,0.262678107751881,2.22619102561667
"Control",31,0.0926237612710161,0.0877324684528308,26,0.450890574309617,2.67708159992629
"Control",43,0.113156339206265,0.0926237612710161,31,1.23468060286368,3.91176220278997
"Control",61,0.162635804169764,0.113156339206265,43,2.48212929038426,6.39389149317423
"Control",63,0.182759258811925,0.162635804169764,61,0.345395062981689,6.73928655615592
"Control",71,0.199874218048181,0.182759258811925,63,1.53053390744042,8.26982046359634
"Control",76,0.221106727686474,0.199874218048181,71,1.05245236433664,9.32227282793298
"Control",81,0.255686848050794,0.221106727686474,76,1.19198393934317,10.5142567672761
"Control",91,0.294543738587428,0.255686848050794,81,2.75115293319111,13.2654097004673
"Control",96,0.307249218941072,0.294543738587428,91,1.50448239382125,14.7698920942885
"Control",103,0.354649154858737,0.307249218941072,96,2.31664430829933,17.0865364025878
"Control",111,0.374581342826119,0.354649154858737,103,2.91692199073942,20.0034583933273
"Control",116,0.356592123665042,0.374581342826119,111,1.8279336662279,21.8313920595552
"Control",123,0.346456095239537,0.356592123665042,116,2.46066876616603,24.2920608257212
"Deep_Ripping",1,0.10307741603165,0.10307741603165,0,0.10307741603165,0.10307741603165
"Deep_Ripping",6,0.0936928777080594,0.10307741603165,1,0.491925734349273,0.595003150380922
"Deep_Ripping",16,0.0847360733332056,0.0936928777080594,6,0.892144755206325,1.48714790558725
"Deep_Ripping",23,0.0874792774969881,0.0847360733332056,16,0.602753727905678,2.08990163349293
"Deep_Ripping",26,0.0703024332270478,0.0874792774969881,23,0.236672566086054,2.32657419957898
"Deep_Ripping",31,0.0906134361118981,0.0703024332270478,26,0.402289673347365,2.72886387292634
"Deep_Ripping",43,0.11437001151569,0.0906134361118981,31,1.22990068576553,3.95876455869187
"Deep_Ripping",61,0.170403180474585,0.11437001151569,43,2.56295872791247,6.52172328660434
"Deep_Ripping",63,0.198919738693671,0.170403180474585,61,0.369322919168256,6.89104620577259
"Deep_Ripping",71,0.223999438999277,0.198919738693671,63,1.69167671077179,8.58272291654439
"Deep_Ripping",76,0.256848679392627,0.223999438999277,71,1.20212029597976,9.78484321252415
"Deep_Ripping",81,0.284767032933958,0.256848679392627,76,1.35403928081646,11.1388824933406
"Deep_Ripping",91,0.342296467676307,0.284767032933958,81,3.13531750305132,14.2741999963919
"Deep_Ripping",96,0.359958735650236,0.342296467676307,91,1.75563800831636,16.0298380047083
"Deep_Ripping",103,0.411630246675376,0.359958735650236,96,2.70056143813964,18.7303994428479
"Deep_Ripping",111,0.42135423819224,0.411630246675376,103,3.33193793947046,22.0623373823184
"Deep_Ripping",116,0.401207982771324,0.42135423819224,111,2.05640555240891,24.1187429347273
"Deep_Ripping",123,0.386109262704849,0.401207982771324,116,2.75561035916661,26.8743532938939
"Horsch",1,0.0971710278026465,0.0971710278026465,0,0.0971710278026465,0.0971710278026465
"Horsch",6,0.0874790187377883,0.0971710278026465,1,0.461625116351087,0.558796144153733
"Horsch",16,0.0802289144172844,0.0874790187377883,6,0.838539665775363,1.3973358099291
"Horsch",23,0.0873087828105452,0.0802289144172844,16,0.586381940297404,1.9837177502265
"Horsch",26,0.0852300584905565,0.0873087828105452,23,0.258808261951653,2.24252601217815
"Horsch",31,0.094553401598991,0.0852300584905565,26,0.449458650223869,2.69198466240202
"Horsch",43,0.129427321907659,0.094553401598991,31,1.3438843410399,4.03586900344192
"Horsch",61,0.225114558418255,0.129427321907659,43,3.19087692293323,7.22674592637515
"Horsch",63,0.239605283248896,0.225114558418255,61,0.464719841667151,7.6914657680423
"Horsch",71,0.298923403950734,0.239605283248896,63,2.15411474879852,9.84558051684082
"Horsch",76,0.3352519699325,0.298923403950734,71,1.58543843470808,11.4310189515489
"Horsch",81,0.361075363295563,0.3352519699325,76,1.74081833307016,13.1718372846191
"Horsch",91,0.404334815334802,0.361075363295563,81,3.82705089315183,16.9988881777709
"Horsch",96,0.403806128575977,0.404334815334802,91,2.02035235977695,19.0192405375478
"Horsch",103,0.447151433781715,0.403806128575977,96,2.97835146825192,21.9975920057998
"Horsch",111,0.427012596174148,0.447151433781715,103,3.49665611982346,25.4942481256232
"Horsch",116,0.395650480931762,0.427012596174148,111,2.05665769276477,27.550905818388
"Horsch",123,0.369112519305305,0.395650480931762,116,2.67667050082973,30.2275763192177
"Inlcusion_Ripping",1,0.107194203421597,0.107194203421597,0,0.107194203421597,0.107194203421597
"Inlcusion_Ripping",6,0.0861391440526513,0.107194203421597,1,0.48333336868562,0.590527572107217
"Inlcusion_Ripping",16,0.0774123829381525,0.0861391440526513,6,0.817757634954019,1.40828520706124
"Inlcusion_Ripping",23,0.0854175482407089,0.0774123829381525,16,0.569904759126015,1.97818996618725
"Inlcusion_Ripping",26,0.0601477737207551,0.0854175482407089,23,0.218347982942196,2.19653794912945
"Inlcusion_Ripping",31,0.086242583972856,0.0601477737207551,26,0.365975894234028,2.56251384336347
"Inlcusion_Ripping",43,0.105737763988085,0.086242583972856,31,1.15188208776565,3.71439593112912
"Inlcusion_Ripping",61,0.131082864278112,0.105737763988085,43,2.13138565439577,5.84578158552489
"Inlcusion_Ripping",63,0.166145823095456,0.131082864278112,61,0.297228687373567,6.14301027289846
"Inlcusion_Ripping",71,0.163081481991228,0.166145823095456,63,1.31690922034673,7.45991949324519
"Inlcusion_Ripping",76,0.187543712617937,0.163081481991228,71,0.876562986522913,8.3364824797681
"Inlcusion_Ripping",81,0.214009350181119,0.187543712617937,76,1.00388265699764,9.34036513676574
"Inlcusion_Ripping",91,0.268110494475719,0.214009350181119,81,2.41059922328419,11.7509643600499
"Inlcusion_Ripping",96,0.299297498523696,0.268110494475719,91,1.41851998249854,13.1694843425485
"Inlcusion_Ripping",103,0.35376888464305,0.299297498523696,96,2.28573234108361,15.4552166836321
"Inlcusion_Ripping",111,0.388237203448272,0.35376888464305,103,2.96802435236529,18.4232410359974
"Inlcusion_Ripping",116,0.37350388622481,0.388237203448272,111,1.9043527241827,20.3275937601801
"Inlcusion_Ripping",123,0.367392813124933,0.37350388622481,116,2.5931384477241,22.9207322079042
