"treat_desc","dap","ratio","ratio_lag","dap_lag","seg_area","cum_ratio"
"Chicken Litter",37,0.0753832234110197,0.0753832234110197,0,2.78917926620773,2.78917926620773
"Chicken Litter",47,0.351133295213399,0.0753832234110197,37,2.13258259312209,4.92176185932982
"Chicken Litter",57,0.424137174759222,0.351133295213399,47,3.8763523498631,8.79811420919293
"Chicken Litter",62,0.464566578359708,0.424137174759222,57,2.22175938279732,11.0198735919903
"Chicken Litter",64,0.165757710842983,0.464566578359708,62,0.63032428920269,11.6501978811929
"Chicken Litter",92,0.192333668531121,0.165757710842983,64,5.01327931123745,16.6634771924304
"Chicken Litter",97,0.381871261188517,0.192333668531121,92,1.4355123242991,18.0989895167295
"Chicken Litter",102,0.490114761759406,0.381871261188517,97,2.17996505736981,20.2789545740993
"Chicken Litter",104,0.467753158477337,0.490114761759406,102,0.957867920236743,21.236822494336
"Chicken Litter",107,0.375414550223428,0.467753158477337,104,1.26475156305115,22.5015740573872
"Chicken Litter",112,0.383086314829795,0.375414550223428,107,1.89625216263306,24.3978262200202
"Control",37,0.0629431488612619,0.0629431488612619,0,2.32889650786669,2.32889650786669
"Control",47,0.418107977201199,0.0629431488612619,37,2.4052556303123,4.73415213817899
"Control",57,0.474331372513853,0.418107977201199,47,4.46219674857526,9.19634888675425
"Control",62,0.51037870861333,0.474331372513853,57,2.46177520281796,11.6581240895722
"Control",64,0.165195532143116,0.51037870861333,62,0.675574240756446,12.3336983303287
"Control",92,0.190711550671479,0.165195532143116,64,4.98269915940433,17.316397489733
"Control",97,0.299427627361026,0.190711550671479,92,1.22534794508126,18.5417454348142
"Control",102,0.474826561993566,0.299427627361026,97,1.93563547338648,20.4773809082007
"Control",104,0.477253878167991,0.474826561993566,102,0.952080440161557,21.4294613483623
"Control",107,0.447752503999348,0.477253878167991,104,1.38750957325101,22.8169709216133
"Control",112,0.384128444410604,0.447752503999348,107,2.07970237102488,24.8966732926382
"Rip",37,0.062743183998621,0.062743183998621,0,2.32149780794898,2.32149780794898
"Rip",47,0.428711534650237,0.062743183998621,37,2.45727359324429,4.77877140119327
"Rip",57,0.485193191671077,0.428711534650237,47,4.56952363160657,9.34829503279984
"Rip",62,0.482291788966567,0.485193191671077,57,2.41871245159411,11.767007484394
"Rip",64,0.169665162302094,0.482291788966567,62,0.651956951268661,12.4189644356626
"Rip",92,0.144946600689932,0.169665162302094,64,4.40456468188836,16.823529117551
"Rip",97,0.239411584435054,0.144946600689932,92,0.960895462812465,17.7844245803634
"Rip",102,0.465163818847986,0.239411584435054,97,1.7614385082076,19.545863088571
"Rip",104,0.494084460315881,0.465163818847986,102,0.959248279163867,20.5051113677349
"Rip",107,0.530080478132507,0.494084460315881,104,1.53624740767258,22.0413587754075
"Rip",112,0.397458433185095,0.530080478132507,107,2.318847278294,24.3602060537015
"Rip + PasInclusion",37,0.0641353608568748,0.0641353608568748,0,2.37300835170437,2.37300835170437
"Rip + PasInclusion",47,0.417382617027332,0.0641353608568748,37,2.40758988942103,4.7805982411254
"Rip + PasInclusion",57,0.480049416550204,0.417382617027332,47,4.48716016788768,9.26775840901308
"Rip + PasInclusion",62,0.503791892885143,0.480049416550204,57,2.45960327358837,11.7273616826014
"Rip + PasInclusion",64,0.167778421543602,0.503791892885143,62,0.671570314428745,12.3989319970302
"Rip + PasInclusion",92,0.157373614354521,0.167778421543602,64,4.55212850257372,16.9510604996039
"Rip + PasInclusion",97,0.268668894584362,0.157373614354521,92,1.06510627234721,18.0161667719511
"Rip + PasInclusion",102,0.466385929757713,0.268668894584362,97,1.83763706085519,19.8538038328063
"Rip + PasInclusion",104,0.493774544479501,0.466385929757713,102,0.960160474237214,20.8139643070435
"Rip + PasInclusion",107,0.499478400517733,0.493774544479501,104,1.48987941749585,22.3038437245394
"Rip + PasInclusion",112,0.396671543263981,0.499478400517733,107,2.24037485945429,24.5442185839937
"Rip + PasInclusion + Chicken Litter",37,0.0644384979480697,0.0644384979480697,0,2.38422442407858,2.38422442407858
"Rip + PasInclusion + Chicken Litter",47,0.41587520059078,0.0644384979480697,37,2.40156849269425,4.78579291677283
"Rip + PasInclusion + Chicken Litter",57,0.481428118867259,0.41587520059078,47,4.48651659729019,9.27230951406302
"Rip + PasInclusion + Chicken Litter",62,0.5176406743065,0.481428118867259,57,2.4976719829344,11.7699814969974
"Rip + PasInclusion + Chicken Litter",64,0.164079499917646,0.5176406743065,62,0.681720174224146,12.4517016712216
"Rip + PasInclusion + Chicken Litter",92,0.203864433352024,0.164079499917646,64,5.15121506577538,17.6029167369969
"Rip + PasInclusion + Chicken Litter",97,0.321618628982575,0.203864433352024,92,1.3137076558365,18.9166243928334
"Rip + PasInclusion + Chicken Litter",102,0.509897164183278,0.321618628982575,97,2.07878948291463,20.9954138757481
"Rip + PasInclusion + Chicken Litter",104,0.500737727842023,0.509897164183278,102,1.0106348920253,22.0060487677734
"Rip + PasInclusion + Chicken Litter",107,0.432663083845569,0.500737727842023,104,1.40010121753139,23.4061499853048
"Rip + PasInclusion + Chicken Litter",112,0.397682946151303,0.432663083845569,107,2.07586507499218,25.4820150602969
"Rip + PasInclusion + Chicken Litter +Dry",37,0.0544951485952594,0.0544951485952594,0,2.0163204980246,2.0163204980246
"Rip + PasInclusion + Chicken Litter +Dry",47,0.422024890889217,0.0544951485952594,37,2.38260019742238,4.39892069544698
"Rip + PasInclusion + Chicken Litter +Dry",57,0.478625774383545,0.422024890889217,47,4.50325332636381,8.90217402181078
"Rip + PasInclusion + Chicken Litter +Dry",62,0.425691458648139,0.478625774383545,57,2.26079308257921,11.16296710439
"Rip + PasInclusion + Chicken Litter +Dry",64,0.168882290268466,0.425691458648139,62,0.594573748916605,11.7575408533066
"Rip + PasInclusion + Chicken Litter +Dry",92,0.13485407018966,0.168882290268466,64,4.25230904641378,16.0098498997204
"Rip + PasInclusion + Chicken Litter +Dry",97,0.212355501351565,0.13485407018966,92,0.868023928853064,16.8778738285734
"Rip + PasInclusion + Chicken Litter +Dry",102,0.465880084864415,0.212355501351565,97,1.69558896553995,18.5734627941134
"Rip + PasInclusion + Chicken Litter +Dry",104,0.490654168555336,0.465880084864415,102,0.956534253419751,19.5299970475331
"Rip + PasInclusion + Chicken Litter +Dry",107,0.556111720356628,0.490654168555336,104,1.57014883336795,21.1001458809011
"Rip + PasInclusion + Chicken Litter +Dry",112,0.39755287657689,0.556111720356628,107,2.38416149233379,23.4843073732349
