"zone_id","treat_desc","dap","ratio","ratio_lag","dap_lag","seg_area","cum_ratio"
"1","Active Inclusion",4,0.0401960919300715,0.0401960919300715,0,0.160784367720286,0.160784367720286
"1","Active Inclusion",44,0.264758883913358,0.0401960919300715,4,6.09909951686859,6.25988388458888
"1","Active Inclusion",54,0.337115601201852,0.264758883913358,44,3.00937242557605,9.26925631016493
"1","Active Inclusion",64,0.385206871231397,0.337115601201852,54,3.61161236216625,12.8808686723312
"1","Active Inclusion",69,0.405128580331802,0.385206871231397,64,1.975838628908,14.8567073012392
"1","Active Inclusion",71,0.422636485099792,0.405128580331802,69,0.827765065431595,15.6844723666708
"1","Active Inclusion",91,0.516249392429988,0.422636485099792,71,9.3888587752978,25.0733311419686
"1","Active Inclusion",94,0.141861306130886,0.516249392429988,91,0.98716604784131,26.0604971898099
"1","Active Inclusion",99,0.189717440803846,0.141861306130886,94,0.828946867336829,26.8894440571467
"1","Active Inclusion",104,0.211038871606191,0.189717440803846,99,1.00189078102509,27.8913348381718
"1","Active Inclusion",109,0.285192144413789,0.211038871606191,104,1.24057754004995,29.1319123782217
"1","Active Inclusion",111,0.567211526632309,0.285192144413789,109,0.852403671046098,29.9843160492678
"1","Active Inclusion",114,0.434103672703107,0.567211526632309,111,1.50197279900312,31.486288848271
"1","Active Inclusion",119,0.486334812641144,0.434103672703107,114,2.30109621336063,33.7873850616316
"1","Active Inclusion",124,0.300389661888281,0.486334812641144,119,1.96681118632356,35.7541962479552
"1","Active Inclusion",129,0.407552447915077,0.300389661888281,124,1.7698552745084,37.5240515224636
"1","Control",4,0.040277661188789,0.040277661188789,0,0.161110644755156,0.161110644755156
"1","Control",44,0.401634076367254,0.040277661188789,4,8.83823475112086,8.99934539587601
"1","Control",54,0.485985816820808,0.401634076367254,44,4.43809946594031,13.4374448618163
"1","Control",64,0.557090186554453,0.485985816820808,54,5.2153800168763,18.6528248786926
"1","Control",69,0.575142261774644,0.557090186554453,64,2.83058112082274,21.4834059995154
"1","Control",71,0.58280813175699,0.575142261774644,69,1.15795039353163,22.641356393047
"1","Control",91,0.615385524604631,0.58280813175699,71,11.9819365636162,34.6232929566632
"1","Control",94,0.135269181883853,0.615385524604631,91,1.12598205973273,35.7492750163959
"1","Control",99,0.195963709898617,0.135269181883853,94,0.828082229456176,36.5773572458521
"1","Control",104,0.222009557096854,0.195963709898617,99,1.04493316748868,37.6222904133408
"1","Control",109,0.140350465217362,0.222009557096854,104,0.905900055785542,38.5281904691263
"1","Control",111,0.588861947474272,0.140350465217362,109,0.729212412691635,39.257402881818
"1","Control",114,0.445901430171469,0.588861947474272,111,1.55214506646861,40.8095479482866
"1","Control",119,0.510676645714304,0.445901430171469,114,2.39144518971443,43.200993138001
"1","Control",124,0.389950024045032,0.510676645714304,119,2.25156667439834,45.4525598123994
"1","Control",129,0.391818923794705,0.389950024045032,124,1.95442236959934,47.4069821819987
"1","Deep Rip",4,0.0400497157013778,0.0400497157013778,0,0.160198862805511,0.160198862805511
"1","Deep Rip",44,0.332451622594487,0.0400497157013778,4,7.45002676591729,7.6102256287228
"1","Deep Rip",54,0.404354065656662,0.332451622594487,44,3.68402844125574,11.2942540699785
"1","Deep Rip",64,0.465960587515975,0.404354065656662,54,4.35157326586319,15.6458273358417
"1","Deep Rip",69,0.487755754680345,0.465960587515975,64,2.3842908554908,18.0301181913325
"1","Deep Rip",71,0.50649023959131,0.487755754680345,69,0.994245994271654,19.0243641856042
"1","Deep Rip",91,0.57452223517678,0.50649023959131,71,10.8101247476809,29.8344889332851
"1","Deep Rip",94,0.141551433187543,0.57452223517678,91,1.07411050254648,30.9085994358316
"1","Deep Rip",99,0.191396541216157,0.141551433187543,94,0.832369936009248,31.7409693718408
"1","Deep Rip",104,0.209120046460267,0.191396541216157,99,1.00129146919106,32.7422608410319
"1","Deep Rip",109,0.233866164178559,0.209120046460267,104,1.10746552659707,33.8497263676289
"1","Deep Rip",111,0.591492512009361,0.233866164178559,109,0.82535867618792,34.6750850438169
"1","Deep Rip",114,0.442482033462235,0.591492512009361,111,1.55096181820739,36.2260468620242
"1","Deep Rip",119,0.501299580841353,0.442482033462235,114,2.35945403575897,38.5855008977832
"1","Deep Rip",124,0.309274604826263,0.501299580841353,119,2.02643546416904,40.6119363619523
"1","Deep Rip",129,0.402433583230683,0.309274604826263,124,1.77927047014236,42.3912068320946
"1","Kuhn Performer",4,0.0438315833453089,0.0438315833453089,0,0.175326333381236,0.175326333381236
"1","Kuhn Performer",44,0.429698592051864,0.0438315833453089,4,9.47060350794345,9.64592984132469
"1","Kuhn Performer",54,0.507915083318949,0.429698592051864,44,4.68806837685406,14.3339982181787
"1","Kuhn Performer",64,0.572226740419865,0.507915083318949,54,5.40070911869407,19.7347073368728
"1","Kuhn Performer",69,0.585021700710058,0.572226740419865,64,2.89312110282481,22.6278284396976
"1","Kuhn Performer",71,0.592042468488216,0.585021700710058,69,1.17706416919827,23.8048926088959
"1","Kuhn Performer",91,0.618315298110247,0.592042468488216,71,12.1035776659846,35.9084702748805
"1","Kuhn Performer",94,0.128537241835147,0.618315298110247,91,1.12027880991809,37.0287490847986
"1","Kuhn Performer",99,0.195248756557703,0.128537241835147,94,0.809464995982125,37.8382140807807
"1","Kuhn Performer",104,0.231847286224365,0.195248756557703,99,1.06774010695517,38.9059541877359
"1","Kuhn Performer",109,0.114855964202434,0.231847286224365,104,0.866758126066998,39.7727123138029
"1","Kuhn Performer",111,0.567180665209889,0.114855964202434,109,0.682036629412323,40.4547489432152
"1","Kuhn Performer",114,0.43644361756742,0.567180665209889,111,1.50543642416596,41.9601853673812
"1","Kuhn Performer",119,0.513011932373047,0.43644361756742,114,2.37363887485117,44.3338242422324
"1","Kuhn Performer",124,0.465519031509757,0.513011932373047,119,2.44632740970701,46.7801516519394
"1","Kuhn Performer",129,0.388400062918663,0.465519031509757,124,2.13479773607105,48.9149493880104
"1","Passive Inclusion",4,0.0436610420319167,0.0436610420319167,0,0.174644168127667,0.174644168127667
"1","Passive Inclusion",44,0.444474458694458,0.0436610420319167,4,9.76271001452749,9.93735418265516
"1","Passive Inclusion",54,0.509855419397354,0.444474458694458,44,4.77164939045906,14.7090035731142
"1","Passive Inclusion",64,0.56844687461853,0.509855419397354,54,5.39151147007942,20.1005150431936
"1","Passive Inclusion",69,0.581096762960607,0.56844687461853,64,2.87385909394784,22.9743741371415
"1","Passive Inclusion",71,0.588119593533603,0.581096762960607,69,1.16921635649421,24.1435904936357
"1","Passive Inclusion",91,0.618371221152219,0.588119593533603,71,12.0649081468582,36.2084986404939
"1","Passive Inclusion",94,0.134534512053836,0.618371221152219,91,1.12935859980908,37.337857240303
"1","Passive Inclusion",99,0.189926583658565,0.134534512053836,94,0.811152739281004,38.149009979584
"1","Passive Inclusion",104,0.230732236396183,0.189926583658565,99,1.05164705013687,39.2006570297209
"1","Passive Inclusion",109,0.111048053611409,0.230732236396183,104,0.854450725018978,40.0551077547399
"1","Passive Inclusion",111,0.45342298800295,0.111048053611409,109,0.564471041614359,40.6195787963542
"1","Passive Inclusion",114,0.424680552699349,0.45342298800295,111,1.31715531105345,41.9367341074077
"1","Passive Inclusion",119,0.516109515320171,0.424680552699349,114,2.3519751700488,44.2887092774565
"1","Passive Inclusion",124,0.581436097621918,0.516109515320171,119,2.74386403235522,47.0325733098117
"1","Passive Inclusion",129,0.399786288088018,0.581436097621918,124,2.45305596427484,49.4856292740865
"2","Active Inclusion",4,0.0429873075336218,0.0429873075336218,0,0.171949230134487,0.171949230134487
"2","Active Inclusion",44,0.342815146634453,0.0429873075336218,4,7.7160490833615,7.88799831349599
