"zone_id","treat_desc","dap","ratio","ratio_lag","dap_lag","seg_area","cum_ratio"
"1","Control",3,0.0523937327402925,0.0523937327402925,0,0.157181198220877,0.157181198220877
"1","Control",6,0.0728009510134894,0.0523937327402925,3,0.187792025630673,0.34497322385155
"1","Control",11,0.0750093322424662,0.0728009510134894,6,0.369525708139889,0.714498931991439
"1","Control",16,0.0720777986257056,0.0750093322424662,11,0.367717827170429,1.08221675916187
"1","Control",21,0.0821074564069036,0.0720777986257056,16,0.385463137581523,1.46767989674339
"1","Control",23,0.100020329299427,0.0821074564069036,21,0.182127785706331,1.64980768244972
"1","Control",26,0.0998618642252589,0.100020329299427,23,0.299823290287029,1.94963097273675
"1","Control",31,0.0904768180279505,0.0998618642252589,26,0.475846705633023,2.42547767836977
"1","Control",41,0.0879667451812161,0.0904768180279505,31,0.892217816045833,3.31769549441561
"1","Control",51,0.15423575561671,0.0879667451812161,41,1.21101250398963,4.52870799840524
"1","Control",56,0.167806548518794,0.15423575561671,51,0.805105760338761,5.333813758744
"1","Control",61,0.201012496815787,0.167806548518794,56,0.922047613336453,6.25586137208045
"1","Control",63,0.161924227953903,0.201012496815787,61,0.362936724769691,6.61879809685014
"1","Control",66,0.230645828043658,0.161924227953903,63,0.588855083996341,7.20765318084649
"1","Control",71,0.240587392567642,0.230645828043658,66,1.17808305152825,8.38573623237474
"1","Control",76,0.30120787149857,0.240587392567642,71,1.35448816016553,9.74022439254026
"1","Control",81,0.346992010185643,0.30120787149857,76,1.62049970421053,11.3607240967508
"1","Control",83,0.343303822264785,0.346992010185643,81,0.690295832450428,12.0510199292012
"1","Control",91,0.38889224122441,0.343303822264785,83,2.92878425395678,14.979804183158
"1","Control",96,0.420500309836297,0.38889224122441,91,2.02348137765177,17.0032855608098
"1","Control",101,0.364063725017366,0.420500309836297,96,1.96141008713416,18.9646956479439
"1","Control",111,0.494772986783868,0.364063725017366,101,4.29418355900617,23.2588792069501
"1","Control",121,0.508631898581036,0.494772986783868,111,5.01702442682452,28.2759036337746
"1","Control",126,0.211078549661334,0.508631898581036,121,1.79927612060592,30.0751797543805
"1","Control",136,0.53606864909331,0.211078549661334,126,3.73573599377322,33.8109157481538
"1","Control",141,0.442631819087362,0.53606864909331,136,2.44675117045168,36.2576669186054
"1","Control",143,0.168718836468364,0.442631819087362,141,0.611350655555725,36.8690175741612
"1","Control",146,0.368991057645707,0.168718836468364,143,0.806564841171106,37.6755824153323
"1","Control",151,0.504408441838764,0.368991057645707,146,2.18349874871118,39.8590811640434
"1","Control",156,0.483794023025604,0.504408441838764,151,2.47050616216092,42.3295873262044
"1","Control (+Lime)",3,0.0520236606672072,0.0520236606672072,0,0.156070982001622,0.156070982001622
"1","Control (+Lime)",6,0.0703353450838226,0.0520236606672072,3,0.183538508626545,0.339609490628166
"1","Control (+Lime)",11,0.0751652684513763,0.0703353450838226,6,0.363751533837997,0.703361024466164
"1","Control (+Lime)",16,0.0731787831530877,0.0751652684513763,11,0.37086012901116,1.07422115347732
"1","Control (+Lime)",21,0.0830534744356245,0.0731787831530877,16,0.390580643971781,1.4648017974491
"1","Control (+Lime)",23,0.101106914637335,0.0830534744356245,21,0.184160389072959,1.64896218652206
"1","Control (+Lime)",26,0.098039059745223,0.101106914637335,23,0.298718961573836,1.9476811480959
"1","Control (+Lime)",31,0.0930652341433705,0.098039059745223,26,0.477760734721484,2.42544188281738
"1","Control (+Lime)",41,0.0885105345882642,0.0930652341433705,31,0.907878843658174,3.33332072647556
"1","Control (+Lime)",51,0.16501247040894,0.0885105345882642,41,1.26761502498602,4.60093575146158
"1","Control (+Lime)",56,0.176747855818058,0.16501247040894,51,0.854400815567494,5.45533656702907
"1","Control (+Lime)",61,0.210862727576842,0.176747855818058,56,0.969026458487249,6.42436302551632
"1","Control (+Lime)",63,0.163805017690487,0.210862727576842,61,0.374667745267329,6.79903077078365
"1","Control (+Lime)",66,0.238832336403597,0.163805017690487,63,0.603956031141126,7.40298680192478
"1","Control (+Lime)",71,0.248386227730411,0.238832336403597,66,1.21804641033502,8.6210332122598
"1","Control (+Lime)",76,0.306982156674424,0.248386227730411,71,1.38842096101209,10.0094541732719
"1","Control (+Lime)",81,0.35251428657984,0.306982156674424,76,1.64874110813566,11.6581952814075
"1","Control (+Lime)",83,0.345634038038051,0.35251428657984,81,0.698148324617891,12.3563436060254
"1","Control (+Lime)",91,0.391648627750809,0.345634038038051,83,2.94913066315544,15.3054742691809
"1","Control (+Lime)",96,0.420952913572703,0.391648627750809,91,2.03150385330878,17.3369781224897
"1","Control (+Lime)",101,0.362793637965827,0.420952913572703,96,1.95936637884632,19.296344501336
"1","Control (+Lime)",111,0.493324561069632,0.362793637965827,101,4.28059099517729,23.5769354965133
"1","Control (+Lime)",121,0.513921362268551,0.493324561069632,111,5.03622961669091,28.6131651132042
"1","Control (+Lime)",126,0.205970560555501,0.513921362268551,121,1.79972980706013,30.4128949202643
